OVRL_HEALTH,SELFDESC_WEIGHT,MIN_MOD_PA,MIN_VIG_PA,DAY_STR_EXR,SUB_ANY_TOBACCO,SUB_ANY_ALCOHOL,SUB_ANY_CANNABIS,SUB_3MO_TOBACCO,SUB_3MO_ALCOHOL,SUB_3MO_CANNABIS,AGE,SUGAR_7D
Excellent,About the right weight,210,120,0,Yes,Yes,Yes,Monthly,Daily or almost daily,Monthly,22,0
Very Good,About the right weight,80,15,0,No,No,No,,,,42,1
Fair,Very overweight,60,60,0,Yes,Yes,Yes,Never,Monthly,Never,38,0
Very Good,Slightly underweight,360,360,3,Yes,Yes,Yes,Never,Once or twice,Once or twice,31,0
Very Good,About the right weight,60,20,3,No,No,No,,,,20,0
Very Good,Slightly overweight,5,4,4,No,Yes,Yes,,Once or twice,Never,34,0
Very Good,About the right weight,200,350,0,Yes,Yes,Yes,Weekly,Daily or almost daily,Once or twice,27,0
Fair,Slightly underweight,1920,0,0,Yes,Yes,Yes,Never,Weekly,Daily or almost daily,23,0
Good,Slightly overweight,110,20,0,No,No,No,,,,22,0
Good,About the right weight,120,240,4,No,Yes,No,,Monthly,,24,2
Excellent,Slightly overweight,315,315,3,Yes,Yes,Yes,Never,Monthly,Once or twice,35,7
Very Good,About the right weight,540,540,5,No,Yes,No,,Monthly,,22,2
Excellent,Slightly overweight,60,180,4,No,Yes,No,,Once or twice,,21,0
Good,Slightly overweight,60,60,3,No,No,No,,,,25,0
Good,About the right weight,300,0,3,Yes,Yes,No,Never,Never,,46,7
Fair,Slightly overweight,180,0,0,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Weekly,40,0
Excellent,About the right weight,1200,200,5,Yes,Yes,Yes,Monthly,Weekly,Weekly,23,1
Excellent,About the right weight,100,300,5,No,Yes,Yes,,Weekly,Daily or almost daily,24,0
Very Good,Slightly overweight,100,0,0,No,No,No,,,,25,6
Good,Slightly overweight,280,30,3,Yes,Yes,Yes,Never,Weekly,Never,24,0
Good,About the right weight,15,0,1,No,No,No,,,,19,12
Excellent,About the right weight,150,200,3,No,Yes,No,,Weekly,,33,0
Very Good,Slightly overweight,90,30,2,No,No,Yes,,,Daily or almost daily,18,6
Excellent,About the right weight,250,100,0,No,No,No,,,,18,0
Very Good,About the right weight,400,120,5,Yes,Yes,Yes,Once or twice,Once or twice,Never,26,0
Fair,Slightly overweight,180,60,3,Yes,Yes,Yes,Weekly,Daily or almost daily,Daily or almost daily,20,3
Very Good,About the right weight,30,0,0,No,Yes,No,,Never,,21,5
Good,About the right weight,600,200,0,Yes,Yes,Yes,Weekly,Weekly,Never,31,0
Fair,About the right weight,60,0,0,Yes,Yes,Yes,Once or twice,Never,Daily or almost daily,18,2
Very Good,Slightly overweight,150,150,5,No,Yes,No,,Monthly,,25,0
Very Good,Slightly overweight,75,200,3,No,Yes,No,,Never,,27,0
Fair,Slightly overweight,20,90,0,No,Yes,Yes,,Weekly,Once or twice,32,0
Very Good,About the right weight,700,300,3,Yes,Yes,No,Once or twice,Weekly,,21,0
Good,About the right weight,120,15,3,No,Yes,Yes,,Once or twice,Daily or almost daily,22,7
Very Good,Slightly underweight,60,60,0,No,No,No,,,,18,1
Fair,About the right weight,60,160,1,No,No,No,,,,18,0
Very Good,About the right weight,300,270,5,Yes,Yes,Yes,Never,Once or twice,Never,23,1
Very Good,,,180,5,No,No,No,,,,19,
Good,Slightly overweight,45,0,1,Yes,No,Yes,Daily or almost daily,,Once or twice,27,0
Good,Slightly underweight,60,0,0,No,Yes,Yes,,Weekly,Monthly,24,1
Very Good,About the right weight,120,13,0,No,Yes,Yes,,Once or twice,Once or twice,18,
Good,Slightly overweight,45,2,1,No,No,No,,,,18,0
Excellent,About the right weight,50,20,5,No,No,No,,,,19,2
Excellent,Slightly underweight,90,15,2,No,No,No,,,,21,0
Good,Slightly overweight,60,120,0,Yes,Yes,Yes,Never,Daily or almost daily,Never,31,2
Good,About the right weight,60,10,4,No,Yes,Yes,,Weekly,Daily or almost daily,27,3
Very Good,About the right weight,45,0,3,No,No,No,,,,18,3
Very Good,About the right weight,150,60,0,No,Yes,Yes,,Monthly,Once or twice,19,16
Good,Slightly underweight,240,30,0,No,Yes,Yes,,Monthly,Once or twice,18,6
Very Good,About the right weight,120,320,6,No,No,No,,,,18,3
Very Good,Slightly underweight,100,200,5,No,Yes,No,,Weekly,,29,10
Excellent,About the right weight,360,120,4,Yes,Yes,Yes,Never,Once or twice,Never,19,0
Very Good,Slightly underweight,420,90,3,No,No,No,,,,18,1
Very Good,Slightly overweight,7,7,7,No,No,No,,,,18,1
Very Good,About the right weight,480,120,3,No,No,No,,,,19,3
Good,About the right weight,30,30,1,No,Yes,No,,Once or twice,,20,2
Very Good,About the right weight,30,150,2,Yes,Yes,Yes,Once or twice,Weekly,Weekly,29,7
Excellent,About the right weight,50,10,0,No,No,No,,,,21,0
Good,Slightly underweight,60,0,0,No,No,No,,,,18,1
Fair,About the right weight,300,500,4,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,20,3
Poor,Very overweight,720,300,4,No,Yes,Yes,,Never,Daily or almost daily,30,1
Fair,Slightly overweight,240,0,0,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Weekly,33,1
Very Good,Slightly overweight,300,0,1,Yes,Yes,Yes,Never,Never,Never,34,6
Good,About the right weight,120,60,7,No,No,No,,,,19,0
Very Good,About the right weight,315,120,7,No,Yes,Yes,,Weekly,Never,23,0
Very Good,About the right weight,240,1080,3,No,No,No,,,,20,0
Very Good,Very overweight,120,60,4,No,No,Yes,,,Never,21,0
Very Good,About the right weight,600,600,4,No,Yes,Yes,,Never,Daily or almost daily,34,1
Very Good,About the right weight,240,90,3,Yes,Yes,Yes,Daily or almost daily,Once or twice,Never,18,4
Very Good,About the right weight,60,80,4,No,Yes,Yes,,Monthly,Once or twice,22,3
Good,About the right weight,40,0,5,No,No,No,,,,18,0
Very Good,About the right weight,240,60,2,No,Yes,Yes,,Once or twice,Once or twice,25,0
Good,Slightly underweight,120,20,0,Yes,Yes,No,Never,Monthly,,21,1
Good,Slightly overweight,600,0,4,Yes,Yes,No,Never,Never,,40,1
Good,Very overweight,120,0,3,Yes,No,Yes,Never,,Daily or almost daily,22,0
Very Good,About the right weight,100,180,0,Yes,Yes,Yes,Never,Once or twice,Weekly,28,0
Very Good,Slightly overweight,60,255,3,Yes,Yes,Yes,Once or twice,Monthly,Monthly,21,1
Very Good,Slightly underweight,360,60,2,No,Yes,No,,Weekly,,22,0
Very Good,Slightly underweight,180,120,2,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,31,4
Good,About the right weight,210,120,1,No,No,No,,,,19,1
Fair,About the right weight,60,10,7,No,No,No,,,,22,0
Excellent,Slightly overweight,60,15,5,Yes,Yes,Yes,Never,Once or twice,Once or twice,35,4
Very Good,Very overweight,840,0,7,No,No,No,,,,20,0
Good,Slightly overweight,20,0,7,No,Yes,Yes,,Never,Never,27,3
Very Good,About the right weight,30,120,5,Yes,Yes,Yes,Never,Monthly,Monthly,18,0
Very Good,Slightly overweight,20,0,5,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,21,7
Very Good,Very overweight,50,0,0,No,No,No,,,,20,1
Good,Slightly overweight,0,0,0,Yes,Yes,No,Daily or almost daily,Once or twice,,36,2
Very Good,Slightly overweight,240,120,6,No,No,No,,,,22,0
Very Good,Slightly overweight,180,0,4,Yes,Yes,Yes,Monthly,Monthly,,20,1
Good,About the right weight,180,45,2,No,No,No,,,,22,24
Good,Slightly underweight,180,240,0,No,Yes,Yes,,Never,Never,18,9
Fair,Slightly overweight,840,840,7,No,No,No,,,,18,5
Fair,Slightly overweight,60,0,0,No,Yes,No,,Never,,21,6
Excellent,About the right weight,500,200,3,No,No,No,,,,19,0
Good,Slightly underweight,120,0,0,No,No,No,,,,19,1
Very Good,About the right weight,60,120,3,No,No,No,,,,19,2
Very Good,About the right weight,300,360,5,No,No,No,,,,18,5
Good,Slightly overweight,120,10,1,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,32,1
Good,About the right weight,120,60,4,No,No,No,,,,24,0
Excellent,Slightly overweight,120,0,0,Yes,No,No,Daily or almost daily,,,42,0
Excellent,About the right weight,120,180,5,No,No,No,,,,19,0
Good,About the right weight,120,0,0,No,Yes,No,,Once or twice,,24,1
Good,About the right weight,11,6,1,No,No,No,,,,19,1
Very Good,About the right weight,120,120,2,No,No,No,,,,21,0
Good,Slightly overweight,150,0,2,No,Yes,No,,Once or twice,,18,0
Very Good,About the right weight,240,60,1,Yes,Yes,Yes,Never,Weekly,Monthly,22,2
Fair,Very overweight,105,0,6,Yes,Yes,Yes,Never,Once or twice,Never,26,0
Excellent,Slightly overweight,1200,120,2,No,No,No,,,,25,1
Very Good,Slightly overweight,30,200,5,No,No,No,,,,20,2
Good,Slightly overweight,60,120,3,No,No,No,,,,49,1
Fair,Slightly underweight,60,0,1,No,Yes,No,,Once or twice,,19,0
Good,About the right weight,90,30,5,Yes,Yes,Yes,Never,Monthly,Never,31,3
Good,About the right weight,720,720,3,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Never,21,2
Very Good,Slightly overweight,60,30,3,No,Yes,No,,Never,,36,3
Very Good,About the right weight,30,200,3,No,Yes,No,,Once or twice,,37,6
Good,Slightly overweight,120,0,3,No,Yes,No,,Never,,19,1
Very Good,About the right weight,450,180,3,No,No,No,,,,22,12
Very Good,About the right weight,100,300,0,No,No,No,,,,18,12
Good,Slightly underweight,240,20,0,No,No,No,,,,18,3
Very Good,About the right weight,45,0,2,No,No,No,,,,20,0
Excellent,About the right weight,420,240,5,No,No,No,,,,20,3
Poor,Very underweight,60,180,0,No,No,No,,,,18,0
Excellent,Slightly overweight,120,180,0,No,Yes,Yes,,Monthly,Once or twice,19,0
Very Good,About the right weight,150,30,1,No,Yes,No,,Never,,22,7
Fair,Slightly overweight,60,120,1,Yes,Yes,Yes,,,Weekly,25,7
Fair,Slightly underweight,800,400,0,Yes,Yes,Yes,Daily or almost daily,Daily or almost daily,Daily or almost daily,25,14
Fair,Slightly overweight,20,60,0,Yes,Yes,Yes,Daily or almost daily,Monthly,Weekly,24,0
Good,Slightly overweight,120,240,4,No,No,No,,,,29,0
Good,About the right weight,120,180,5,No,No,No,,,,18,2
Good,About the right weight,240,0,0,Yes,Yes,Yes,Never,Monthly,Never,18,1
Very Good,Slightly underweight,420,420,0,Yes,Yes,Yes,Never,Weekly,Monthly,27,1
Very Good,About the right weight,120,0,1,Yes,Yes,Yes,Never,Once or twice,Once or twice,18,2
Very Good,Slightly overweight,120,45,4,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,22,0
Fair,Slightly overweight,220,20,3,Yes,Yes,No,Never,Once or twice,,23,1
Very Good,About the right weight,60,30,0,No,No,No,,,,19,0
Good,About the right weight,0,0,0,No,No,No,,,,18,0
Fair,Slightly overweight,120,0,0,Yes,Yes,Yes,Weekly,Daily or almost daily,Daily or almost daily,20,18
Excellent,Slightly overweight,240,60,4,Yes,Yes,Yes,Never,Never,Weekly,22,0
Very Good,Slightly underweight,60,0,0,No,Yes,Yes,,Monthly,Daily or almost daily,21,0
Very Good,Slightly overweight,120,360,3,Yes,Yes,Yes,Daily or almost daily,Once or twice,Never,31,0
Excellent,Slightly underweight,120,0,0,No,No,No,,,,19,0
Good,Slightly overweight,520,600,7,Yes,Yes,Yes,Never,Never,Daily or almost daily,31,0
Good,About the right weight,150,60,3,Yes,Yes,Yes,Weekly,Weekly,Daily or almost daily,23,0
Excellent,Slightly overweight,300,100,3,No,No,No,,,,18,0
Good,About the right weight,240,0,3,No,No,No,,,,20,12
Very Good,Slightly overweight,600,200,3,Yes,Yes,Yes,Weekly,Monthly,Daily or almost daily,23,0
Excellent,About the right weight,200,200,4,No,No,No,,,,27,0
Very Good,Slightly overweight,100,180,6,Yes,Yes,Yes,Monthly,Monthly,Daily or almost daily,26,0
Very Good,Slightly overweight,450,240,5,Yes,Yes,Yes,Never,Daily or almost daily,Never,43,0
Very Good,About the right weight,100,0,4,No,Yes,Yes,,Weekly,Once or twice,27,6
Excellent,About the right weight,60,1,0,No,No,No,,,,20,1
Excellent,About the right weight,400,400,5,Yes,Yes,No,Weekly,Monthly,,42,12
Good,Very underweight,2400,0,0,Yes,Yes,No,Never,Monthly,,21,5
Good,About the right weight,600,200,2,Yes,Yes,Yes,Never,Monthly,Daily or almost daily,34,2
Fair,Slightly overweight,200,0,0,Yes,Yes,No,Daily or almost daily,Weekly,,53,0
Good,Slightly overweight,70,15,1,No,No,No,,,,36,3
Good,Slightly overweight,120,0,1,No,No,No,,,,19,5
Very Good,About the right weight,90,40,2,Yes,Yes,Yes,Monthly,Monthly,Monthly,29,0
Good,Slightly overweight,200,100,1,No,No,Yes,,,Monthly,32,2
Excellent,About the right weight,90,90,2,Yes,Yes,Yes,Never,Never,Daily or almost daily,33,1
Good,Slightly overweight,249,120,0,No,Yes,Yes,,Weekly,Once or twice,27,24
Very Good,About the right weight,300,360,4,No,Yes,No,,Once or twice,,26,0
Good,About the right weight,120,20,3,No,Yes,Yes,,Monthly,Never,40,1
Very Good,Slightly underweight,180,60,1,Yes,Yes,Yes,Daily or almost daily,Weekly,Daily or almost daily,29,7
Fair,About the right weight,75,0,6,No,No,No,,,,19,0
Excellent,About the right weight,400,400,6,No,No,No,,,,20,1
Excellent,Slightly overweight,120,60,2,Yes,Yes,Yes,Never,Never,Never,41,20
Very Good,About the right weight,60,0,7,No,Yes,No,,Weekly,,30,1
Very Good,About the right weight,500,0,6,Yes,Yes,No,Monthly,Weekly,,42,0
Excellent,About the right weight,300,300,4,Yes,Yes,Yes,Weekly,Daily or almost daily,Never,21,0
Very Good,About the right weight,120,120,3,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,26,6
Excellent,About the right weight,60,30,1,No,No,No,,,,22,3
Very Good,About the right weight,230,630,6,No,No,No,,,,22,0
Very Good,Slightly overweight,30,0,0,No,No,No,,,,34,10
Good,Slightly overweight,115,35,4,No,No,No,,,,18,2
Good,Slightly underweight,400,0,3,No,Yes,No,,Never,,19,0
Very Good,Slightly overweight,30,0,0,No,No,No,,,,18,25
Good,Slightly overweight,60,0,1,No,Yes,No,,Monthly,,21,3
Very Good,Slightly underweight,10,50,3,Yes,Yes,Yes,Never,Weekly,Weekly,20,2
Very Good,Slightly overweight,45,0,4,No,Yes,No,,Once or twice,,18,0
Very Good,About the right weight,500,120,3,No,No,No,,,,25,1
Good,Slightly overweight,300,50,5,No,Yes,No,,Once or twice,,27,0
Fair,Very overweight,180,60,1,Yes,Yes,Yes,Never,Once or twice,Weekly,29,0
Very Good,About the right weight,90,240,0,No,No,No,,,,34,0
Fair,Very overweight,120,500,3,No,No,No,,,,21,5
Excellent,About the right weight,300,60,4,No,No,No,,,,21,12
,About the right weight,900,400,5,Yes,Yes,Yes,Daily or almost daily,Monthly,Once or twice,21,0
Excellent,Slightly underweight,45,0,0,No,No,No,,,,20,2
,About the right weight,30,0,0,Yes,Yes,Yes,Never,Never,Never,21,0
Poor,Very overweight,60,0,0,Yes,Yes,Yes,Never,Once or twice,Once or twice,33,2
Good,About the right weight,,,,,,,,,,,0
Good,About the right weight,70,30,1,No,Yes,No,,Once or twice,,38,1
Excellent,About the right weight,120,90,4,No,Yes,No,,Weekly,,53,0
,Slightly overweight,60,60,7,No,No,No,,,,30,0
Good,Slightly underweight,420,60,0,No,No,No,,,,20,0
Very Good,About the right weight,180,120,3,Yes,Yes,Yes,Never,Once or twice,Once or twice,24,0
Very Good,About the right weight,75,120,2,No,Yes,Yes,,Once or twice,Weekly,23,2
Excellent,About the right weight,180,720,6,Yes,Yes,Yes,Once or twice,Monthly,Monthly,26,0
Very Good,Slightly underweight,380,0,0,Yes,Yes,Yes,Once or twice,Once or twice,Once or twice,21,0
Excellent,Slightly overweight,120,540,6,Yes,Yes,No,Once or twice,Monthly,,21,0
Excellent,About the right weight,250,300,5,No,No,No,,,,21,5
Excellent,Slightly overweight,20,10,7,Yes,Yes,Yes,Never,Never,Never,22,2
Good,About the right weight,30,0,0,No,No,No,,,,20,0
Good,Slightly overweight,180,30,2,No,Yes,Yes,,Weekly,Never,37,2
Very Good,Very overweight,60,420,0,Yes,Yes,No,Monthly,Once or twice,,32,7
Good,Slightly underweight,120,0,0,Yes,Yes,Yes,Once or twice,Monthly,Once or twice,26,0
Very Good,About the right weight,15,5,4,No,No,Yes,,,Once or twice,23,0
Very Good,Slightly overweight,180,60,1,No,No,No,,,,24,1
Very Good,About the right weight,2100,210,0,Yes,Yes,Yes,Never,Once or twice,Never,21,4
Excellent,About the right weight,75,45,2,Yes,Yes,Yes,Never,Weekly,Never,38,0
Good,About the right weight,720,240,3,Yes,Yes,Yes,Weekly,Daily or almost daily,Daily or almost daily,34,4
Fair,About the right weight,60,0,0,No,Yes,No,,Once or twice,,23,7
Very Good,About the right weight,770,210,6,Yes,Yes,Yes,Never,Never,Monthly,33,0
Excellent,About the right weight,2000,0,4,No,No,No,,,,24,6
Very Good,Slightly underweight,240,80,3,No,Yes,No,,Weekly,,43,0
Excellent,Slightly overweight,80,0,2,No,No,No,,,,30,0
Very Good,About the right weight,120,50,0,No,Yes,No,,Monthly,,25,8
Very Good,Very overweight,120,0,0,Yes,Yes,Yes,Never,Weekly,Daily or almost daily,35,0
Good,Slightly overweight,900,0,0,Yes,Yes,Yes,Never,Once or twice,Weekly,31,0
Very Good,Slightly underweight,0,0,0,Yes,Yes,Yes,Never,Daily or almost daily,Weekly,27,0
Very Good,About the right weight,420,280,6,Yes,Yes,Yes,Once or twice,Daily or almost daily,Weekly,38,0
Very Good,About the right weight,150,40,2,Yes,Yes,Yes,Monthly,Weekly,Monthly,26,1
Fair,Slightly overweight,0,0,0,No,No,No,,,,34,3
Excellent,About the right weight,120,60,0,Yes,Yes,Yes,Never,Weekly,Daily or almost daily,39,0
Very Good,About the right weight,420,420,5,No,Yes,No,,Once or twice,,24,6
Very Good,Slightly overweight,100,0,0,Yes,Yes,No,Never,Never,,28,1
Good,About the right weight,3000,1500,4,Yes,Yes,No,Once or twice,Once or twice,,20,1
Good,Slightly overweight,150,60,5,Yes,Yes,Yes,Never,Weekly,Daily or almost daily,25,1
Very Good,Slightly underweight,180,120,1,Yes,Yes,Yes,Never,Weekly,Monthly,28,16
Very Good,Slightly overweight,500,300,6,Yes,Yes,Yes,Weekly,Weekly,Weekly,21,1
Fair,Slightly overweight,180,0,0,No,Yes,Yes,,Once or twice,Once or twice,25,7
Very Good,About the right weight,150,40,4,No,Yes,Yes,,Never,Never,19,0
Fair,Very overweight,60,10,0,Yes,Yes,Yes,Never,Once or twice,Daily or almost daily,26,5
Good,Very overweight,300,0,0,No,No,No,,,,25,10
Good,Slightly overweight,120,60,0,Yes,Yes,Yes,Never,Once or twice,Never,25,0
Fair,Very overweight,1,0,0,No,Yes,Yes,,Monthly,Once or twice,23,5
Very Good,Slightly overweight,45,45,2,No,Yes,No,,Monthly,,26,0
Good,Slightly overweight,60,120,4,Yes,Yes,Yes,Once or twice,Monthly,Monthly,23,0
Very Good,Slightly underweight,20,0,0,No,No,No,,,,22,4
